Invoice no,Date of issue,Invoice Summary,Combined
49565075,10/28/2019,"Seller:
Kane-Morgan
968 Carr Mission Apt. 320
Bernardville, VA 28211
Tax Id: 964-95-3813
IBAN: GB73WCIJ55232646970614
Client:
Garcia Inc
445 Haas Viaduct Suite 454
Michaelhaven, LA 32852
Tax Id: 909-75-5482
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Anthropologie Gold Elegant
Swan Decorative Metal Bottle
Stopper Wine Saver
1.
3,00
each
19,98
 59,94
 10%
 65,93
 
Lolita Happy Retirement Wine
Glass 15 Ounce GLS11-5534H
2.
1,00
each
 8,00
 8,00
 10%
 8,80
 
Lolita ""Congratulations"" Hand
Painted and Decorated Wine
Glass NIB
3.
1,00
each
20,00
 20,00
 10%
 22,00
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 87,94
 8,79
 96,73
 
 Total
 $ 87,94
 $ 8,79
 $ 96,73","49565075 10/28/2019 Seller:
Kane-Morgan
968 Carr Mission Apt. 320
Bernardville, VA 28211
Tax Id: 964-95-3813
IBAN: GB73WCIJ55232646970614
Client:
Garcia Inc
445 Haas Viaduct Suite 454
Michaelhaven, LA 32852
Tax Id: 909-75-5482
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Anthropologie Gold Elegant
Swan Decorative Metal Bottle
Stopper Wine Saver
1.
3,00
each
19,98
 59,94
 10%
 65,93
 
Lolita Happy Retirement Wine
Glass 15 Ounce GLS11-5534H
2.
1,00
each
 8,00
 8,00
 10%
 8,80
 
Lolita ""Congratulations"" Hand
Painted and Decorated Wine
Glass NIB
3.
1,00
each
20,00
 20,00
 10%
 22,00
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 87,94
 8,79
 96,73
 
 Total
 $ 87,94
 $ 8,79
 $ 96,73"
53737787,12/8/2011,"Seller:
Levy-Vargas
7333 Noble Hill Suite 584
West Valeriechester, AZ 99439
Tax Id: 908-76-0702
IBAN: GB71IDEI54877186092625
Client:
Kelly-Herring
8621 Maria Fords
North Miguel, KS 38601
Tax Id: 910-72-9133
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Breaking Free from Depression:
Pathways to Wellness by Jesse
H. Wright (English)
1.
2,00
each
32,94
 65,88
 10%
 72,47
 
The Graphic Design Reference
& Specification Book:
Everything Graphic Designers
2.
5,00
each
20,18
 100,90
 10%
 110,99
 
Escape from the Carnival of
Horrors (Give Yourself
Goosebumps) by R. L. Stine
3.
4,00
each
 5,01
 20,04
 10%
 22,04
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 186,82
 18,68
 205,50
 
 Total
 $ 186,82
 $ 18,68
 $ 205,50","53737787 12/08/2011 Seller:
Levy-Vargas
7333 Noble Hill Suite 584
West Valeriechester, AZ 99439
Tax Id: 908-76-0702
IBAN: GB71IDEI54877186092625
Client:
Kelly-Herring
8621 Maria Fords
North Miguel, KS 38601
Tax Id: 910-72-9133
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Breaking Free from Depression:
Pathways to Wellness by Jesse
H. Wright (English)
1.
2,00
each
32,94
 65,88
 10%
 72,47
 
The Graphic Design Reference
& Specification Book:
Everything Graphic Designers
2.
5,00
each
20,18
 100,90
 10%
 110,99
 
Escape from the Carnival of
Horrors (Give Yourself
Goosebumps) by R. L. Stine
3.
4,00
each
 5,01
 20,04
 10%
 22,04
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 186,82
 18,68
 205,50
 
 Total
 $ 186,82
 $ 18,68
 $ 205,50"
61619303,9/20/2013,"Seller:
Glenn, Roberts and Cochran
673 Ryan Loop
Rodriguezhaven, NE 81351
Tax Id: 930-98-2356
IBAN: GB89PBXV06755096377275
Client:
Burgess, Evans and Moreno
0243 Adkins Shoals
Westchester, AK 72317
Tax Id: 971-86-1778
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Silky Fake Fur Fluffy Carpets
Non-slip Shaggy Area Rug Floor
Mat Light Pink
1.
3,00
each
14,12
 42,36
 10%
 46,60
 
Modern Tribal Geometric 4X6
Indo Gabbeh Wool & Bamboo
Silk Oriental Rug Carpet
2.
5,00
each
183,77
 918,85
 10%
 1 010,74
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 961,21
 96,12
 1 057,33
 
 Total
 $ 961,21
 $ 96,12
 $ 1 057,33","61619303 09/20/2013 Seller:
Glenn, Roberts and Cochran
673 Ryan Loop
Rodriguezhaven, NE 81351
Tax Id: 930-98-2356
IBAN: GB89PBXV06755096377275
Client:
Burgess, Evans and Moreno
0243 Adkins Shoals
Westchester, AK 72317
Tax Id: 971-86-1778
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Silky Fake Fur Fluffy Carpets
Non-slip Shaggy Area Rug Floor
Mat Light Pink
1.
3,00
each
14,12
 42,36
 10%
 46,60
 
Modern Tribal Geometric 4X6
Indo Gabbeh Wool & Bamboo
Silk Oriental Rug Carpet
2.
5,00
each
183,77
 918,85
 10%
 1 010,74
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 961,21
 96,12
 1 057,33
 
 Total
 $ 961,21
 $ 96,12
 $ 1 057,33"
49923258,10/26/2011,"Seller:
Watson LLC
15758 Hartman Summit
Port Pamelamouth, SC 83489
Tax Id: 903-74-7444
IBAN: GB25DWRK25073532649300
Client:
Roth-Smith
802 Pamela Mission
Matthewview, IL 73213
Tax Id: 935-77-3388
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Original Nintendo Gaming
Console with Robot, 9 games &
extras
1.
1,00
each
475,00
 475,00
 10%
 522,50
 
Nintendo Switch Gaming
Console W/ Neon Blue & Red
Controllers,Carry Case,Cable
2.
2,00
each
300,00
 600,00
 10%
 660,00
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 1 075,00
 107,50
 1 182,50
 
 Total
 $ 1 075,00
 $ 107,50
 $ 1 182,50","49923258 10/26/2011 Seller:
Watson LLC
15758 Hartman Summit
Port Pamelamouth, SC 83489
Tax Id: 903-74-7444
IBAN: GB25DWRK25073532649300
Client:
Roth-Smith
802 Pamela Mission
Matthewview, IL 73213
Tax Id: 935-77-3388
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Original Nintendo Gaming
Console with Robot, 9 games &
extras
1.
1,00
each
475,00
 475,00
 10%
 522,50
 
Nintendo Switch Gaming
Console W/ Neon Blue & Red
Controllers,Carry Case,Cable
2.
2,00
each
300,00
 600,00
 10%
 660,00
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 1 075,00
 107,50
 1 182,50
 
 Total
 $ 1 075,00
 $ 107,50
 $ 1 182,50"
34911755,1/30/2019,"Seller:
Graham, Floyd and Johnson
PSC 4671, Box 8111
APO AA 17287
Tax Id: 915-82-2212
IBAN: GB96HTSB65053102617380
Client:
Martin, Russo and Gaines
439 Savannah Ports Apt. 792
East Adrianton, OR 66623
Tax Id: 910-78-0055
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Metal Storage Shelf Wine Glass
Rack Wine Glasses for The
Cabinet
1.
5,00
each
22,42
 112,10
 10%
 123,31
 
Wine Things Unlimited - Tipsy
Wine Elf - Pewter Wine Bottle
Stopper/Cork
2.
1,00
each
 8,99
 8,99
 10%
 9,89
 
Set of 2 Stemless Christmas
Wine Glasses NEW
3.
5,00
each
12,00
 60,00
 10%
 66,00
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 181,09
 18,11
 199,20
 
 Total
 $ 181,09
 $ 18,11
 $ 199,20","34911755 01/30/2019 Seller:
Graham, Floyd and Johnson
PSC 4671, Box 8111
APO AA 17287
Tax Id: 915-82-2212
IBAN: GB96HTSB65053102617380
Client:
Martin, Russo and Gaines
439 Savannah Ports Apt. 792
East Adrianton, OR 66623
Tax Id: 910-78-0055
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Metal Storage Shelf Wine Glass
Rack Wine Glasses for The
Cabinet
1.
5,00
each
22,42
 112,10
 10%
 123,31
 
Wine Things Unlimited - Tipsy
Wine Elf - Pewter Wine Bottle
Stopper/Cork
2.
1,00
each
 8,99
 8,99
 10%
 9,89
 
Set of 2 Stemless Christmas
Wine Glasses NEW
3.
5,00
each
12,00
 60,00
 10%
 66,00
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 181,09
 18,11
 199,20
 
 Total
 $ 181,09
 $ 18,11
 $ 199,20"
62517865,6/2/2015,"Seller:
Trujillo-Hunt
430 Mark Ferry Suite 495
Maxside, DC 65686
Tax Id: 992-71-8540
IBAN: GB73HCPH34959888432899
Client:
Lee and Sons
8552 Karen Islands
East Roger, ID 40416
Tax Id: 929-86-0601
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Care & Repair of Furniture
1.
2,00
each
 4,25
 8,50
 10%
 9,35
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 8,50
 0,85
 9,35
 
 Total
 $ 8,50
 $ 0,85
 $ 9,35","62517865 06/02/2015 Seller:
Trujillo-Hunt
430 Mark Ferry Suite 495
Maxside, DC 65686
Tax Id: 992-71-8540
IBAN: GB73HCPH34959888432899
Client:
Lee and Sons
8552 Karen Islands
East Roger, ID 40416
Tax Id: 929-86-0601
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Care & Repair of Furniture
1.
2,00
each
 4,25
 8,50
 10%
 9,35
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 8,50
 0,85
 9,35
 
 Total
 $ 8,50
 $ 0,85
 $ 9,35"
67095041,12/14/2018,"Seller:
Wade, Scott and Glover
9022 Jeffrey Course Apt. 247
Tylershire, DC 71720
Tax Id: 985-88-4789
IBAN: GB44IJGO64103154190692
Client:
Bernard, Welch and Freeman
06193 Julia Row
Michelleburgh, NH 84339
Tax Id: 905-74-4614
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Champagne Glass Holder
Storage Bar Accessory with
Shelf Wall Mount Wine Holder
1.
4,00
each
19,99
 79,96
 10%
 87,96
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 79,96
 8,00
 87,96
 
 Total
 $ 79,96
 $ 8,00
 $ 87,96","67095041 12/14/2018 Seller:
Wade, Scott and Glover
9022 Jeffrey Course Apt. 247
Tylershire, DC 71720
Tax Id: 985-88-4789
IBAN: GB44IJGO64103154190692
Client:
Bernard, Welch and Freeman
06193 Julia Row
Michelleburgh, NH 84339
Tax Id: 905-74-4614
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Champagne Glass Holder
Storage Bar Accessory with
Shelf Wall Mount Wine Holder
1.
4,00
each
19,99
 79,96
 10%
 87,96
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 79,96
 8,00
 87,96
 
 Total
 $ 79,96
 $ 8,00
 $ 87,96"
93356118,6/14/2013,"Seller:
Simon-Colon
05647 Oconnell Coves
Dennistown, MD 47477
Tax Id: 974-95-4763
IBAN: GB81XWKP43253048936289
Client:
Robinson, Cannon and Ray
630 Alex Islands Suite 809
Brandonport, NC 62378
Tax Id: 976-82-9140
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Semi Precious Stone Inlay Art
Island Table Top Marble Dinning
Table 36 Inches
1.
5,00
each
1 751,25
8 756,25
10%
 9 631,87
6 Pack Metal Plated Table Locks
Dining Training Table Buckles
Connectors Hardwar
2.
1,00
each
12,73
 12,73
 10%
 14,00
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 8 768,98
 876,90
 9 645,88
 
 Total
 $ 8 768,98
 $ 876,90
 $ 9 645,88","93356118 06/14/2013 Seller:
Simon-Colon
05647 Oconnell Coves
Dennistown, MD 47477
Tax Id: 974-95-4763
IBAN: GB81XWKP43253048936289
Client:
Robinson, Cannon and Ray
630 Alex Islands Suite 809
Brandonport, NC 62378
Tax Id: 976-82-9140
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Semi Precious Stone Inlay Art
Island Table Top Marble Dinning
Table 36 Inches
1.
5,00
each
1 751,25
8 756,25
10%
 9 631,87
6 Pack Metal Plated Table Locks
Dining Training Table Buckles
Connectors Hardwar
2.
1,00
each
12,73
 12,73
 10%
 14,00
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 8 768,98
 876,90
 9 645,88
 
 Total
 $ 8 768,98
 $ 876,90
 $ 9 645,88"
77658002,1/21/2014,"Seller:
Mckenzie, Clay and Campos
76099 Bryan View Suite 318
Gregoryberg, NM 46284
Tax Id: 973-94-2620
IBAN: GB69HUXE82460947316450
Client:
Espinoza LLC
7698 Davis Freeway
Rachelport, CO 79421
Tax Id: 968-84-7486
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Divided Black Asymmetrical
Dress -size 8 - NWT
1.
1,00
each
 7,99
 7,99
 10%
 8,79
 
Eileen Fisher Women's Long
Sleeve Fleece Lined Front
Pockets Dress XS Gray
2.
4,00
each
15,99
 63,96
 10%
 70,36
 
db Yellow Link Print Fit and Flare
Sleeveless Dress Sz M/L
3.
3,00
each
14,99
 44,97
 10%
 49,47
 
 womens sparkle dress size 2X
Holiday Party  RED metallic
4.
5,00
each
 9,99
 49,95
 10%
 54,95
 
Lands End Womens 3/4 Sleeve
Dress Plus 3X Navy Blue Floral
Cotton Knit 482038
5.
4,00
each
21,23
 84,92
 10%
 93,41
 
Liza Byrd Dress Sz L- Coral
Green Medallion Print Short
Sleeve 100% Cotton Line
6.
2,00
each
17,99
 35,98
 10%
 39,58
 
CLIFFORD & WILLS BLACK
NET/MESH OVER TAUPE LONG
DRESS SIZE 4
7.
1,00
each
 5,99
 5,99
 10%
 6,59
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 293,76
 29,38
 323,14
 
 Total
 $ 293,76
 $ 29,38
 $ 323,14","77658002 01/21/2014 Seller:
Mckenzie, Clay and Campos
76099 Bryan View Suite 318
Gregoryberg, NM 46284
Tax Id: 973-94-2620
IBAN: GB69HUXE82460947316450
Client:
Espinoza LLC
7698 Davis Freeway
Rachelport, CO 79421
Tax Id: 968-84-7486
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Divided Black Asymmetrical
Dress -size 8 - NWT
1.
1,00
each
 7,99
 7,99
 10%
 8,79
 
Eileen Fisher Women's Long
Sleeve Fleece Lined Front
Pockets Dress XS Gray
2.
4,00
each
15,99
 63,96
 10%
 70,36
 
db Yellow Link Print Fit and Flare
Sleeveless Dress Sz M/L
3.
3,00
each
14,99
 44,97
 10%
 49,47
 
 womens sparkle dress size 2X
Holiday Party  RED metallic
4.
5,00
each
 9,99
 49,95
 10%
 54,95
 
Lands End Womens 3/4 Sleeve
Dress Plus 3X Navy Blue Floral
Cotton Knit 482038
5.
4,00
each
21,23
 84,92
 10%
 93,41
 
Liza Byrd Dress Sz L- Coral
Green Medallion Print Short
Sleeve 100% Cotton Line
6.
2,00
each
17,99
 35,98
 10%
 39,58
 
CLIFFORD & WILLS BLACK
NET/MESH OVER TAUPE LONG
DRESS SIZE 4
7.
1,00
each
 5,99
 5,99
 10%
 6,59
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 293,76
 29,38
 323,14
 
 Total
 $ 293,76
 $ 29,38
 $ 323,14"
97511742,4/7/2016,"Seller:
Decker PLC
PSC 4781, Box 6245
APO AE 78725
Tax Id: 957-87-4031
IBAN: GB49WFLF18981790361495
Client:
Boyle Ltd
42517 Laurie Passage Suite 826
North Charleshaven, NC 09365
Tax Id: 993-86-3706
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Nintendo Wii New Super Mario
Bros Console System Bundle
Gamecube Compatible
1.
1,00
each
89,99
 89,99
 10%
 98,99
 
Sony PlayStation 5 Console -
White - Disc Version -
CONFIRMED PRE ORDER PS5
2.
1,00
each
499,99
 499,99
 10%
 549,99
 
Microsoft Xbox One S 1TB
Console - White
3.
5,00
each
189,00
 945,00
 10%
 1 039,50
Nintendo Wii Teal Blue Limited
Edition Console with Mario Kart -
MINT TESTED
4.
2,00
each
114,99
 229,98
 10%
 252,98
 
Sony PlayStation 5 Console -
PS5- PRESALE- Disc Version Pre
Order Confirmed
5.
3,00
each
849,99
 2 549,97
10%
 2 804,97
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 4 314,93
 431,49
 4 746,42
 
 Total
 $ 4 314,93
 $ 431,49
 $ 4 746,42","97511742 04/07/2016 Seller:
Decker PLC
PSC 4781, Box 6245
APO AE 78725
Tax Id: 957-87-4031
IBAN: GB49WFLF18981790361495
Client:
Boyle Ltd
42517 Laurie Passage Suite 826
North Charleshaven, NC 09365
Tax Id: 993-86-3706
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Nintendo Wii New Super Mario
Bros Console System Bundle
Gamecube Compatible
1.
1,00
each
89,99
 89,99
 10%
 98,99
 
Sony PlayStation 5 Console -
White - Disc Version -
CONFIRMED PRE ORDER PS5
2.
1,00
each
499,99
 499,99
 10%
 549,99
 
Microsoft Xbox One S 1TB
Console - White
3.
5,00
each
189,00
 945,00
 10%
 1 039,50
Nintendo Wii Teal Blue Limited
Edition Console with Mario Kart -
MINT TESTED
4.
2,00
each
114,99
 229,98
 10%
 252,98
 
Sony PlayStation 5 Console -
PS5- PRESALE- Disc Version Pre
Order Confirmed
5.
3,00
each
849,99
 2 549,97
10%
 2 804,97
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 4 314,93
 431,49
 4 746,42
 
 Total
 $ 4 314,93
 $ 431,49
 $ 4 746,42"
61660848,5/30/2019,"Seller:
Gardner, Tucker and Martinez
866 James Center
Lisaville, IL 04941
Tax Id: 935-91-0274
IBAN: GB80LOJV60789804948690
Client:
Robbins Group
USS Salas
FPO AP 29909
Tax Id: 968-87-5481
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Hekate Soteira : A Study of
Hekate's Role in the Chaldean
Oracles and Related...
1.
1,00
each
24,12
 24,12
 10%
 26,53
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 24,12
 2,41
 26,53
 
 Total
 $ 24,12
 $ 2,41
 $ 26,53","61660848 05/30/2019 Seller:
Gardner, Tucker and Martinez
866 James Center
Lisaville, IL 04941
Tax Id: 935-91-0274
IBAN: GB80LOJV60789804948690
Client:
Robbins Group
USS Salas
FPO AP 29909
Tax Id: 968-87-5481
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Hekate Soteira : A Study of
Hekate's Role in the Chaldean
Oracles and Related...
1.
1,00
each
24,12
 24,12
 10%
 26,53
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 24,12
 2,41
 26,53
 
 Total
 $ 24,12
 $ 2,41
 $ 26,53"
13310164,1/16/2020,"Seller:
Montgomery LLC
75081 David Corners
Lake Kellyview, NH 03078
Tax Id: 924-83-8802
IBAN: GB13LKIT26418644296553
Client:
Campbell-Flores
34813 Davis Views
Jasonhaven, MO 32671
Tax Id: 999-80-5625
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
15""x15"" White Marble Coffee
Top Table Filigree Lapis Inlay
Art Christmas Gift
1.
5,00
each
650,00
 3 250,00
10%
 3 575,00
30""x30"" Marble Black Top Table
Semi Precious Bird Art Black
Friday Gift Décor
2.
5,00
each
2 399,00
11 995,00
10%
 13 194,50
15""x15"" White Marble Chess
Top Table Carnelian Inlay Art
Black Friday Gift Deco
3.
3,00
each
600,00
 1 800,00
10%
 1 980,00
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 17 045,00
 1 704,50
 18 749,50
 
 Total
 $ 17 045,00
 $ 1 704,50
 $ 18 749,50","13310164 01/16/2020 Seller:
Montgomery LLC
75081 David Corners
Lake Kellyview, NH 03078
Tax Id: 924-83-8802
IBAN: GB13LKIT26418644296553
Client:
Campbell-Flores
34813 Davis Views
Jasonhaven, MO 32671
Tax Id: 999-80-5625
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
15""x15"" White Marble Coffee
Top Table Filigree Lapis Inlay
Art Christmas Gift
1.
5,00
each
650,00
 3 250,00
10%
 3 575,00
30""x30"" Marble Black Top Table
Semi Precious Bird Art Black
Friday Gift Décor
2.
5,00
each
2 399,00
11 995,00
10%
 13 194,50
15""x15"" White Marble Chess
Top Table Carnelian Inlay Art
Black Friday Gift Deco
3.
3,00
each
600,00
 1 800,00
10%
 1 980,00
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 17 045,00
 1 704,50
 18 749,50
 
 Total
 $ 17 045,00
 $ 1 704,50
 $ 18 749,50"
58805260,3/7/2019,"Seller:
Murray-Parsons
98850 Fisher Pines Apt. 122
New Jeffreyland, WI 22568
Tax Id: 932-94-1632
IBAN: GB85ETVV11072777524235
Client:
James, Johnson and Martin
57002 James Glens
Elizabethfort, NV 49326
Tax Id: 967-90-8360
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
10-Core Gaming Computer
Desktop PC Tower 3TB Quad
16GB DDR4 AMD Graphics WIFI
PC
1.
1,00
each
618,49
 618,49
 10%
 680,34
 
Ryzen Gaming Computer
2.
5,00
each
752,00
 3 760,00
10%
 4 136,00
Custom Gaming Desktop PC
Computer - Core i5 4690, RX
470, 8GB RAM
3.
3,00
each
359,99
 1 079,97
10%
 1 187,97
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 5 458,46
 545,85
 6 004,31
 
 Total
 $ 5 458,46
 $ 545,85
 $ 6 004,31","58805260 03/07/2019 Seller:
Murray-Parsons
98850 Fisher Pines Apt. 122
New Jeffreyland, WI 22568
Tax Id: 932-94-1632
IBAN: GB85ETVV11072777524235
Client:
James, Johnson and Martin
57002 James Glens
Elizabethfort, NV 49326
Tax Id: 967-90-8360
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
10-Core Gaming Computer
Desktop PC Tower 3TB Quad
16GB DDR4 AMD Graphics WIFI
PC
1.
1,00
each
618,49
 618,49
 10%
 680,34
 
Ryzen Gaming Computer
2.
5,00
each
752,00
 3 760,00
10%
 4 136,00
Custom Gaming Desktop PC
Computer - Core i5 4690, RX
470, 8GB RAM
3.
3,00
each
359,99
 1 079,97
10%
 1 187,97
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 5 458,46
 545,85
 6 004,31
 
 Total
 $ 5 458,46
 $ 545,85
 $ 6 004,31"
18531177,4/30/2015,"Seller:
Adkins, Campbell and Butler
PSC 8125, Box 9401
APO AA 65326
Tax Id: 948-87-7876
IBAN: GB66GZAK57253283036257
Client:
Bird, Bates and Johnston
970 Rowe Street
Kristieton, CO 20645
Tax Id: 910-92-9312
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Toddler Car Rain boots 5
1.
3,00
each
 9,00
 27,00
 10%
 29,70
 
Skechers Kids' Snap Sprints
Sneaker Size 4 Blue/Black
97546l
2.
4,00
each
29,99
 119,96
 10%
 131,96
 
Skechers Blue Athletic Shoes
Kids Size 2 EUC
3.
3,00
each
11,99
 35,97
 10%
 39,57
 
Joma Youth Boy Supercopa 201
Soccer Cleats 4.5 Negro Verde
Multitaco Black Green
4.
2,00
each
19,99
 39,98
 10%
 43,98
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 222,91
 22,29
 245,20
 
 Total
 $ 222,91
 $ 22,29
 $ 245,20","18531177 04/30/2015 Seller:
Adkins, Campbell and Butler
PSC 8125, Box 9401
APO AA 65326
Tax Id: 948-87-7876
IBAN: GB66GZAK57253283036257
Client:
Bird, Bates and Johnston
970 Rowe Street
Kristieton, CO 20645
Tax Id: 910-92-9312
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Toddler Car Rain boots 5
1.
3,00
each
 9,00
 27,00
 10%
 29,70
 
Skechers Kids' Snap Sprints
Sneaker Size 4 Blue/Black
97546l
2.
4,00
each
29,99
 119,96
 10%
 131,96
 
Skechers Blue Athletic Shoes
Kids Size 2 EUC
3.
3,00
each
11,99
 35,97
 10%
 39,57
 
Joma Youth Boy Supercopa 201
Soccer Cleats 4.5 Negro Verde
Multitaco Black Green
4.
2,00
each
19,99
 39,98
 10%
 43,98
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 222,91
 22,29
 245,20
 
 Total
 $ 222,91
 $ 22,29
 $ 245,20"
81432357,7/30/2020,"Seller:
Tran LLC
286 Marilyn Crescent
New Jonathanborough, CT 67755
Tax Id: 930-70-8573
IBAN: GB20WXDS17725959227934
Client:
Golden, Gross and Rivera
299 Megan Bypass Apt. 471
Robertview, CO 69857
Tax Id: 979-72-2010
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
18"" Handmade White Top Chess
Table Inlaid Mosaic Gemstone
Art Halloween Gift Art
1.
2,00
each
525,00
 1 050,00
10%
 1 155,00
Marble Top Side Table Tiger Eye
Gem Marquetry Pietradura
Garden Decor Arts H469
2.
3,00
each
341,48
 1 024,44
10%
 1 126,88
6 Pack Metal Plated Table Locks
Dining Training Table Buckles
Connectors Hardwar
3.
3,00
each
12,73
 38,19
 10%
 42,01
 
36 Inches Marble Dinning Table
Top Hand Inlaid Office Table
with Multi Gemstones
4.
5,00
each
1 451,25
7 256,25
10%
 7 981,87
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 9 368,88
 936,89
 10 305,77
 
 Total
 $ 9 368,88
 $ 936,89
 $ 10 305,77","81432357 07/30/2020 Seller:
Tran LLC
286 Marilyn Crescent
New Jonathanborough, CT 67755
Tax Id: 930-70-8573
IBAN: GB20WXDS17725959227934
Client:
Golden, Gross and Rivera
299 Megan Bypass Apt. 471
Robertview, CO 69857
Tax Id: 979-72-2010
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
18"" Handmade White Top Chess
Table Inlaid Mosaic Gemstone
Art Halloween Gift Art
1.
2,00
each
525,00
 1 050,00
10%
 1 155,00
Marble Top Side Table Tiger Eye
Gem Marquetry Pietradura
Garden Decor Arts H469
2.
3,00
each
341,48
 1 024,44
10%
 1 126,88
6 Pack Metal Plated Table Locks
Dining Training Table Buckles
Connectors Hardwar
3.
3,00
each
12,73
 38,19
 10%
 42,01
 
36 Inches Marble Dinning Table
Top Hand Inlaid Office Table
with Multi Gemstones
4.
5,00
each
1 451,25
7 256,25
10%
 7 981,87
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 9 368,88
 936,89
 10 305,77
 
 Total
 $ 9 368,88
 $ 936,89
 $ 10 305,77"
